S/N,Warehouse,Order date,Delivery date,Customer,Zipcode
401,McKees Rocks,12/08/2021 11:43,12/09/2021 19:34,210156,15234
402,McKees Rocks,12/08/2021 11:56,12/09/2021 19:34,45583,15301
403,Washington,12/08/2021 12:20,12/09/2021 19:34,20043,15228
404,McKees Rocks,12/08/2021 13:12,12/10/2021 14:15,33058,15120
405,Beaver,12/08/2021 14:06,12/10/2021 15:08,50151,15207
406,Washington,12/08/2021 17:23,12/09/2021 19:34,11396,15220
407,Butler,12/08/2021 17:23,12/09/2021 19:34,11396,15220
408,Beaver,12/08/2021 17:23,12/10/2021 14:15,11396,15220
409,McKees Rocks,12/08/2021 17:27,12/09/2021 19:34,11396,15220
410,Beaver,12/08/2021 19:09,12/10/2021 14:15,18228,15205
411,Washington,12/08/2021 19:17,12/10/2021 14:15,16545,15317
412,Butler,12/08/2021 19:17,12/10/2021 14:15,16545,15317
413,McKees Rocks,12/08/2021 20:02,12/09/2021 19:34,51434,15106
414,Washington,12/08/2021 22:04,12/09/2021 19:34,11326,15228
415,Butler,02/09/2021 10:49,02/11/2021 12:40,12392,15017
416,Washington,03/09/2021 12:34,03/10/2021 13:22,232,15301
417,Butler,04/09/2021 14:39,04/12/2021 14:37,15449,15228
418,Washington,04/09/2021 21:37,04/12/2021 14:25,9000,15241
419,Washington,04/09/2021 22:09,04/12/2021 13:38,10120,15301
420,Washington,05/09/2021 17:59,05/10/2021 13:22,3570,15241
421,Washington,05/09/2021 18:12,05/10/2021 13:21,3570,15241
422,Butler,06/09/2021 11:30,06/10/2021 14:51,18194,15234
423,Washington,06/09/2021 19:31,06/10/2021 14:30,9827,15102
424,Butler,06/09/2021 19:32,06/10/2021 12:53,12392,15017
425,McKees Rocks,06/09/2021 22:22,06/10/2021 14:07,8240,15317
426,Butler,06/09/2021 22:27,06/10/2021 14:09,8240,15317
427,Washington,06/09/2021 22:40,06/10/2021 14:08,8240,15317
428,Butler,07/09/2021 00:06,07/09/2021 16:20,9032,15241
429,McKees Rocks,07/09/2021 00:11,07/09/2021 16:19,9032,15241
430,McKees Rocks,07/09/2021 06:26,07/09/2021 17:19,12386,15236
431,Butler,07/09/2021 06:31,07/09/2021 17:19,12386,15236
432,Washington,07/09/2021 08:29,7/13/2021 14:22,9032,15241
433,Butler,07/09/2021 11:43,07/12/2021 13:54,11658,15129
434,McKees Rocks,07/09/2021 11:44,07/12/2021 13:53,11658,15129
435,Washington,07/09/2021 16:12,7/13/2021 14:39,3570,15241
436,Beaver,07/09/2021 19:28,7/14/2021 12:57,18369,15205
437,Butler,08/09/2021 09:01,8/17/2021 10:31,21332,15205
438,Butler,08/09/2021 15:29,8/16/2021 16:38,3567,15301
439,Washington,08/09/2021 18:50,08/12/2021 16:15,3570,15241
440,Butler,08/09/2021 19:14,8/17/2021 20:18,11658,15129
441,McKees Rocks,08/09/2021 19:15,8/17/2021 20:25,11658,15129
442,Beaver,08/09/2021 19:15,8/17/2021 20:16,11658,15129
443,Butler,08/09/2021 20:43,8/19/2021 10:32,2956,15241
444,Washington,08/09/2021 21:37,08/11/2021 19:19,9032,15241
445,McKees Rocks,08/09/2021 22:09,8/17/2021 15:18,2223,15317
446,Butler,08/09/2021 22:25,8/17/2021 9:55,11396,15211
447,McKees Rocks,08/09/2021 22:28,8/17/2021 9:46,11396,15211
448,Butler,09/09/2021 10:37,9/14/2021 15:16,11658,15129
449,Beaver,09/09/2021 15:36,9/14/2021 15:16,16332,15317
450,Washington,09/09/2021 15:37,9/13/2021 13:57,16332,15317
451,Washington,09/09/2021 19:18,09/10/2021 15:17,20842,15213
452,Washington,09/09/2021 19:58,09/10/2021 15:50,11396,15106
453,Butler,09/09/2021 20:02,9/13/2021 13:50,26228,15233
454,Butler,09/09/2021 20:47,9/14/2021 15:16,2817,15241
455,McKees Rocks,09/09/2021 23:31,09/10/2021 15:17,3570,15241
456,Beaver,10/09/2021 02:15,10/12/2021 12:08,13957,15220
457,Washington,10/09/2021 08:02,10/11/2021 13:54,10120,15301
458,Beaver,11/09/2021 12:50,11/12/2021 12:10,24342,15237
459,Beaver,11/09/2021 19:02,11/11/2021 17:10,1882,15235
460,Beaver,11/09/2021 19:16,11/11/2021 15:46,9032,15241
461,Washington,11/09/2021 20:15,11/10/2021 17:30,17477,15129
462,Beaver,11/09/2021 22:29,11/17/2021 16:24,24338,15228
463,McKees Rocks,11/09/2021 22:33,11/10/2021 14:53,14650,15102
464,McKees Rocks,11/09/2021 22:58,11/11/2021 14:04,45583,15301
465,Beaver,12/09/2021 08:06,12/10/2021 14:15,6109,15243
466,Butler,12/09/2021 10:09,12/13/2021 17:11,52889,15044
467,Beaver,12/09/2021 11:01,12/10/2021 14:14,2640,15241
468,Washington,12/09/2021 17:47,12/13/2021 17:11,54127,15301
469,Butler,12/09/2021 19:12,12/13/2021 17:11,11326,15228
470,Beaver,12/09/2021 19:19,12/10/2021 14:15,8415,15317
471,McKees Rocks,12/09/2021 19:20,12/13/2021 17:11,12392,15017
472,Washington,12/09/2021 20:40,12/13/2021 17:11,13960,15205
473,Beaver,12/09/2021 21:49,12/13/2021 17:11,60482,15301
474,Butler,03/10/2021 13:14,03/11/2021 16:57,13544,15220
475,Washington,03/10/2021 20:44,03/11/2021 17:02,12392,15017
476,Washington,05/10/2021 13:28,05/11/2021 17:25,13437,15212
477,Butler,05/10/2021 22:42,05/11/2021 15:37,8415,15317
478,McKees Rocks,06/10/2021 10:57,6/14/2021 13:12,374,15057
479,Butler,06/10/2021 10:57,06/11/2021 12:52,374,15057
480,Washington,06/10/2021 11:46,06/11/2021 15:25,14982,15216
481,McKees Rocks,06/10/2021 17:05,06/11/2021 15:53,12386,15236
482,Washington,06/10/2021 17:05,06/11/2021 15:53,12386,15236
483,Butler,06/10/2021 19:13,06/11/2021 12:53,18369,15205
484,Washington,06/10/2021 19:16,06/11/2021 14:48,12392,15017
485,McKees Rocks,06/10/2021 19:43,06/11/2021 14:48,12392,15017
486,Butler,06/10/2021 20:11,06/11/2021 15:24,14982,15216
487,Butler,06/10/2021 20:38,06/11/2021 13:18,15616,15301
488,McKees Rocks,06/10/2021 21:10,06/11/2021 14:26,8415,15317
489,Butler,08/10/2021 08:52,8/16/2021 16:29,24342,15237
490,Washington,08/10/2021 09:47,08/12/2021 13:35,15985,15220
491,Washington,08/10/2021 09:49,08/11/2021 19:30,9000,15241
492,McKees Rocks,08/10/2021 19:29,8/16/2021 16:29,15449,15228
493,Butler,08/10/2021 19:33,8/13/2021 18:41,2956,15241
494,Washington,08/10/2021 21:02,08/11/2021 18:34,2223,15317
495,Washington,08/10/2021 22:15,08/11/2021 18:17,8240,15317
496,Butler,09/10/2021 10:12,9/13/2021 13:50,36939,15220
497,McKees Rocks,09/10/2021 17:11,9/15/2021 15:53,11396,15106
498,Butler,09/10/2021 17:14,9/15/2021 15:53,11396,15106
499,McKees Rocks,09/10/2021 18:56,9/14/2021 15:16,2956,15241
500,Butler,09/10/2021 19:20,9/13/2021 13:50,21332,15205
501,Washington,09/10/2021 20:58,9/15/2021 15:53,17087,15367
502,Butler,09/10/2021 20:58,9/15/2021 15:53,17087,15367
503,Washington,09/10/2021 21:02,9/15/2021 15:53,26228,15233
504,Washington,10/10/2021 17:39,10/11/2021 15:18,15985,15220
505,Washington,10/10/2021 20:59,10/11/2021 15:40,13437,15212
506,Washington,11/10/2021 06:09,11/10/2021 16:58,8240,15317
507,Washington,11/10/2021 07:06,11/12/2021 15:25,2817,15241
508,McKees Rocks,11/10/2021 08:47,11/12/2021 12:10,10593,15044
509,McKees Rocks,11/10/2021 09:56,11/12/2021 12:55,16332,15317
510,Washington,11/10/2021 09:57,11/12/2021 12:55,16332,15317
511,Beaver,11/10/2021 13:21,11/17/2021 16:24,45156,15212
512,Butler,11/10/2021 17:39,11/15/2021 12:11,3567,15301
513,McKees Rocks,11/10/2021 19:15,11/12/2021 12:10,2087,15090
514,Washington,11/10/2021 19:51,11/11/2021 16:28,17971,15106
515,Washington,11/10/2021 20:02,11/12/2021 15:42,20043,15228
516,McKees Rocks,11/10/2021 20:21,11/11/2021 14:03,45583,15301
517,McKees Rocks,11/10/2021 20:46,11/15/2021 8:45,17087,15367
518,Washington,11/10/2021 22:16,11/12/2021 12:10,45156,15212
519,McKees Rocks,12/10/2021 06:48,12/13/2021 17:11,8240,15317
520,Beaver,12/10/2021 08:00,12/14/2021 12:08,33489,15237
521,Beaver,12/10/2021 09:12,12/15/2021 14:14,16545,15317
522,Washington,12/10/2021 09:51,12/15/2021 14:14,2817,15241
523,Butler,12/10/2021 12:45,12/13/2021 17:11,94633,15044
524,Butler,12/10/2021 19:16,12/13/2021 17:11,9032,15241
525,Washington,12/10/2021 19:51,12/13/2021 17:11,56434,15317
526,Washington,05/11/2021 03:59,05/11/2021 14:18,232,15301
527,Butler,05/11/2021 19:17,05/12/2021 16:53,14402,15129
528,Butler,05/11/2021 20:33,05/12/2021 17:18,1761,15227
529,Butler,05/11/2021 21:03,05/12/2021 13:24,16471,15220
530,Butler,05/11/2021 22:02,05/12/2021 16:15,8240,15317
531,Washington,06/11/2021 08:14,6/14/2021 16:05,13565,15102
532,Butler,06/11/2021 09:04,6/14/2021 15:35,9032,15241
533,Washington,06/11/2021 15:14,6/14/2021 15:35,9032,15241
534,McKees Rocks,06/11/2021 15:32,6/14/2021 15:34,9032,15241
535,Butler,06/11/2021 19:06,6/14/2021 12:35,18369,15205
536,Butler,06/11/2021 19:10,6/15/2021 13:07,7679,15044
537,Butler,06/11/2021 19:11,6/14/2021 16:39,12392,15017
538,Washington,06/11/2021 19:27,6/15/2021 18:06,14982,15216
539,Washington,06/11/2021 20:02,6/14/2021 16:38,12392,15017
540,Butler,06/11/2021 20:10,6/14/2021 17:42,7417,15210
541,Butler,06/11/2021 21:30,6/14/2021 13:12,374,15057
542,Washington,08/11/2021 00:35,08/11/2021 19:39,9032,15241
543,McKees Rocks,08/11/2021 15:44,8/17/2021 9:48,11396,15211
544,Butler,08/11/2021 15:45,8/13/2021 19:59,11396,15211
545,Washington,08/11/2021 17:06,08/12/2021 16:49,11396,15211
546,McKees Rocks,08/11/2021 18:54,8/17/2021 15:20,2223,15317
547,Butler,08/11/2021 19:22,8/17/2021 10:31,21332,15205
548,Butler,08/11/2021 19:31,8/13/2021 16:48,2223,15317
549,Washington,08/11/2021 19:31,08/12/2021 16:15,2223,15317
550,Washington,08/11/2021 19:44,08/12/2021 16:15,11326,15228
551,McKees Rocks,08/11/2021 19:44,8/16/2021 16:29,11326,15228
552,Washington,08/11/2021 20:27,08/12/2021 16:18,2956,15241
553,McKees Rocks,08/11/2021 20:28,8/19/2021 10:33,2956,15241
554,Butler,08/11/2021 20:42,8/13/2021 16:15,728,15301
555,McKees Rocks,08/11/2021 20:43,8/16/2021 16:29,728,15301
556,Butler,08/11/2021 21:40,8/13/2021 17:13,17087,15367
557,Washington,08/11/2021 21:41,08/12/2021 16:15,17087,15367
558,McKees Rocks,09/11/2021 00:38,9/13/2021 13:50,21332,15205
559,Washington,09/11/2021 11:44,9/15/2021 15:54,11658,15129
560,McKees Rocks,09/11/2021 11:45,9/14/2021 15:16,11658,15129
561,Beaver,09/11/2021 11:45,9/14/2021 12:36,11658,15129
562,Beaver,10/11/2021 00:34,10/14/2021 14:27,16332,15317
563,Washington,10/11/2021 05:33,10/13/2021 18:45,39761,15057
564,Washington,10/11/2021 19:35,10/13/2021 20:14,18228,15205
565,Washington,10/11/2021 20:15,10/12/2021 16:19,1882,15235
566,Butler,10/11/2021 20:19,10/15/2021 16:53,21332,15205
567,McKees Rocks,10/11/2021 20:20,10/18/2021 13:16,21332,15205
568,Washington,10/11/2021 20:20,10/15/2021 14:51,21332,15205
569,McKees Rocks,10/11/2021 21:44,10/14/2021 14:15,26845,15237
570,Washington,11/11/2021 06:51,11/11/2021 15:39,2817,15241
571,McKees Rocks,11/11/2021 06:52,11/11/2021 15:39,2817,15241
572,Butler,11/11/2021 07:33,11/12/2021 12:10,36939,15220
573,Butler,11/11/2021 08:00,11/15/2021 12:10,3567,15301
574,Butler,11/11/2021 13:34,11/12/2021 12:41,11098,15055
575,Washington,11/11/2021 15:36,11/12/2021 15:55,18194,15234
576,McKees Rocks,11/11/2021 19:06,11/12/2021 16:05,15776,15227
577,Washington,11/11/2021 19:19,11/15/2021 12:27,11565,15317
578,Beaver,11/11/2021 19:36,11/17/2021 16:24,23907,15216
579,Washington,11/11/2021 19:52,11/17/2021 16:24,21332,15205
580,McKees Rocks,12/11/2021 08:13,12/14/2021 12:08,57160,15206
581,Butler,12/11/2021 12:10,12/14/2021 12:10,33489,15237
582,Washington,12/11/2021 14:12,12/14/2021 12:08,33489,15237
583,Butler,02/12/2021 08:59,2/15/2021 16:12,12392,15017
584,Washington,02/12/2021 09:01,2/15/2021 16:15,12392,15017
585,Washington,03/12/2021 22:00,3/15/2021 13:06,11067,15301
586,Butler,04/12/2021 20:40,4/13/2021 14:22,3139,15044
587,Butler,05/12/2021 01:19,05/12/2021 13:38,15030,15220
588,Washington,05/12/2021 14:27,5/14/2021 15:12,15638,15090
589,Washington,05/12/2021 21:31,5/13/2021 15:52,16471,15220
590,Washington,05/12/2021 23:58,5/13/2021 15:18,14650,15102
591,Butler,06/12/2021 11:43,6/14/2021 15:52,9000,15241
592,Butler,07/12/2021 20:46,7/13/2021 14:23,9032,15241
593,Washington,07/12/2021 20:48,7/13/2021 14:23,9032,15241
594,McKees Rocks,07/12/2021 20:50,7/13/2021 14:23,9032,15241
595,Beaver,07/12/2021 21:37,7/14/2021 14:19,8415,15317
596,Butler,07/12/2021 22:38,7/14/2021 13:26,8240,15317
597,Beaver,07/12/2021 22:39,7/14/2021 16:37,8240,15317
598,McKees Rocks,07/12/2021 22:39,7/13/2021 13:58,8240,15317
599,Butler,07/12/2021 22:58,7/13/2021 13:12,13512,15301
600,McKees Rocks,08/12/2021 00:05,8/17/2021 20:24,11658,15129
601,Butler,08/12/2021 06:51,8/14/2021 10:55,8054,15201
602,Butler,08/12/2021 07:16,8/13/2021 17:37,2817,15241
603,Washington,08/12/2021 07:18,08/12/2021 16:15,2817,15241
604,Beaver,08/12/2021 07:20,8/19/2021 11:03,2817,15241
605,Washington,08/12/2021 08:30,8/13/2021 16:34,11565,15317
606,Washington,08/12/2021 14:15,8/13/2021 19:13,8762,15057
607,Washington,08/12/2021 18:12,8/13/2021 17:26,9032,15241
608,McKees Rocks,08/12/2021 19:08,8/17/2021 15:12,2223,15317
609,Washington,08/12/2021 19:28,8/13/2021 16:53,2223,15317
610,Butler,08/12/2021 19:35,8/19/2021 14:19,21332,15205
611,Butler,08/12/2021 20:42,8/13/2021 18:38,2956,15241
612,Butler,09/12/2021 11:15,9/13/2021 13:50,13501,15201
613,Washington,09/12/2021 16:34,9/14/2021 16:16,20043,15228
614,Butler,09/12/2021 19:03,9/14/2021 16:32,14982,15216
615,Beaver,09/12/2021 19:03,9/14/2021 16:33,14982,15216
616,Washington,10/12/2021 08:39,10/14/2021 16:16,2817,15241
617,Beaver,10/12/2021 08:39,10/14/2021 16:16,2817,15241
618,Washington,10/12/2021 14:09,10/13/2021 20:14,39761,15057
619,McKees Rocks,10/12/2021 16:53,10/14/2021 14:15,12430,15317
620,McKees Rocks,10/12/2021 18:44,10/14/2021 14:15,11396,15220
621,Washington,10/12/2021 18:47,10/14/2021 14:15,11396,15220
622,Butler,10/12/2021 18:48,10/18/2021 13:16,11396,15220
623,Washington,10/12/2021 19:12,10/13/2021 20:14,18228,15205
624,Washington,10/12/2021 19:27,10/13/2021 20:48,23907,15216
625,Washington,10/12/2021 20:57,10/14/2021 16:40,26575,15227
626,Beaver,10/12/2021 21:46,10/14/2021 14:15,8240,15317
627,Butler,10/12/2021 21:46,10/14/2021 14:17,8240,15317
628,Washington,10/12/2021 21:47,10/14/2021 14:15,8240,15317
629,Washington,10/12/2021 21:48,10/13/2021 20:29,24338,15228
630,Butler,10/12/2021 21:56,10/14/2021 16:15,2817,15241
631,McKees Rocks,10/12/2021 21:56,10/13/2021 20:14,2817,15241
632,Washington,10/12/2021 22:53,10/13/2021 20:14,17477,15102
633,Butler,10/12/2021 22:53,10/14/2021 16:05,17477,15102
634,McKees Rocks,10/12/2021 22:54,10/13/2021 20:14,17477,15102
635,Butler,10/12/2021 23:14,10/14/2021 17:18,30229,15217
636,Butler,11/12/2021 06:54,11/12/2021 15:42,20043,15228
637,Butler,11/12/2021 10:25,11/16/2021 17:55,11396,15220
638,Beaver,11/12/2021 11:30,11/18/2021 17:36,39761,15057
639,Beaver,11/12/2021 15:32,11/18/2021 17:36,3567,15301
640,Beaver,11/12/2021 18:52,11/17/2021 16:24,11396,15220
641,Washington,11/12/2021 18:52,11/15/2021 13:01,11396,15220
642,McKees Rocks,11/12/2021 19:22,11/16/2021 17:49,2640,15241
643,Butler,11/12/2021 20:25,11/18/2021 17:58,49627,15235
644,McKees Rocks,11/12/2021 22:41,11/16/2021 17:49,45583,15301
645,Washington,12/12/2021 01:45,12/13/2021 17:20,11658,15129
646,McKees Rocks,12/12/2021 01:46,12/13/2021 17:21,11658,15129
647,Butler,01/01/2022 00:06,01/04/2022 15:28,15779,15220
648,Pittsburgh Mills,02/01/2022 08:12,02/06/2022 14:17,63657,15102
649,McKees Rocks,02/01/2022 08:13,02/02/2022 13:47,56434,15317
650,Beaver,02/01/2022 08:14,02/02/2022 13:47,56434,15317
651,Washington,02/01/2022 09:32,02/06/2022 14:38,3689,15241
652,Washington,02/01/2022 09:54,02/06/2022 14:31,2817,15241
653,McKees Rocks,02/01/2022 12:22,02/02/2022 15:05,3567,15301
654,Washington,02/01/2022 13:13,02/02/2022 16:26,3570,15241
655,Butler,02/01/2022 13:13,02/08/2022 16:40,78429,15224
656,Butler,02/01/2022 13:51,02/08/2022 10:04,58077,15017
657,Washington,02/01/2022 13:51,02/02/2022 16:20,58077,15017
658,Pittsburgh Mills,02/01/2022 13:52,02/06/2022 13:29,58077,15017
659,Beaver,02/01/2022 19:14,02/02/2022 16:21,58077,15017
660,McKees Rocks,02/01/2022 19:14,02/02/2022 16:20,58077,15017
661,Beaver,02/01/2022 19:16,02/02/2022 13:20,2956,15241
662,Pittsburgh Mills,02/01/2022 19:17,02/06/2022 13:53,2640,15241
663,Washington,02/01/2022 19:25,02/02/2022 15:20,14161,15301
664,McKees Rocks,02/01/2022 19:26,02/02/2022 11:56,49144,15220
665,Butler,02/01/2022 19:50,02/08/2022 09:53,75148,15243
666,McKees Rocks,02/01/2022 20:43,02/02/2022 14:22,45583,15301
667,Pittsburgh Mills,02/01/2022 21:05,02/03/2022 12:22,16380,15212
668,Butler,02/01/2022 21:19,02/09/2022 13:27,54673,15243
669,McKees Rocks,02/01/2022 22:36,02/02/2022 14:00,10722,15317
670,Washington,03/01/2022 03:48,03/04/2022 09:57,13018,15237
671,Washington,03/01/2022 05:14,03/04/2022 09:36,16698,15212
672,Washington,03/01/2022 06:41,03/03/2022 16:14,21486,15301
673,Butler,03/01/2022 10:56,03/07/2022 09:23,97180,15234
674,Pittsburgh Mills,03/01/2022 11:00,03/03/2022 11:46,98028,15213
675,Washington,03/01/2022 17:50,03/04/2022 10:18,13171,15317
676,Beaver,03/01/2022 20:13,03/03/2022 08:19,64524,15221
677,Washington,03/01/2022 20:14,03/03/2022 08:20,64524,15221
678,Beaver,03/01/2022 20:43,03/02/2022 17:58,92104,15102
679,Butler,03/01/2022 20:52,03/08/2022 17:09,64524,15221
680,Beaver,03/01/2022 21:00,03/03/2022 18:55,61182,15241
681,Washington,03/01/2022 21:04,03/03/2022 18:55,61182,15241
682,Butler,03/01/2022 21:12,03/04/2022 14:12,100187,15205
683,Butler,03/01/2022 21:16,03/07/2022 17:44,14555,15212
684,Washington,03/01/2022 21:42,03/02/2022 15:40,99762,15317
685,Beaver,03/01/2022 21:49,03/02/2022 16:17,21869,15317
686,Butler,03/01/2022 21:51,03/04/2022 16:14,21869,15317
687,Washington,03/01/2022 21:51,03/02/2022 16:15,21869,15317
688,Washington,04/01/2022 00:00,04/01/2022 13:39,121772,15090
689,Washington,04/01/2022 00:01,04/04/2022 09:09,118864,15237
690,Beaver,04/01/2022 02:14,04/05/2022 09:45,86240,15235
691,McKees Rocks,04/01/2022 03:27,04/04/2022 08:52,106228,15237
692,Beaver,04/01/2022 07:06,04/04/2022 14:56,2223,15317
693,Butler,04/01/2022 09:48,04/05/2022 16:48,94376,15120
694,Butler,04/01/2022 09:59,04/04/2022 18:09,110987,15216
695,Washington,04/01/2022 10:08,04/05/2022 09:22,99368,15221
696,Butler,04/01/2022 10:27,04/05/2022 13:25,3567,15301
697,Butler,04/01/2022 13:43,04/05/2022 11:00,44831,15205
698,Pittsburgh Mills,04/01/2022 13:51,04/11/2022 14:26,70378,15222
699,Washington,04/01/2022 14:23,04/05/2022 09:22,18127,15221
700,Washington,04/01/2022 15:30,04/04/2022 18:29,119470,15106
701,Butler,04/01/2022 16:20,04/05/2022 12:53,34857,15205
702,Butler,04/01/2022 21:52,04/05/2022 11:18,104105,15243
703,Butler,04/01/2022 21:58,04/05/2022 15:20,100906,15237
704,Butler,04/01/2022 22:04,04/04/2022 14:01,12392,15017
705,Butler,04/01/2022 22:07,04/04/2022 12:19,48956,15090
706,Washington,04/01/2022 22:08,04/05/2022 13:26,101565,15203
707,McKees Rocks,04/01/2022 22:14,04/06/2022 10:56,48956,15090
708,Pittsburgh Mills,04/01/2022 22:42,04/05/2022 10:03,1761,15227
709,Beaver,04/01/2022 22:49,04/04/2022 18:47,119479,15106
710,Pittsburgh Mills,04/01/2022 22:49,04/04/2022 18:49,119479,15106
711,Butler,04/01/2022 22:50,04/04/2022 18:47,119479,15106
712,Washington,04/01/2022 22:50,04/04/2022 18:47,119479,15106
713,Pittsburgh Mills,04/01/2022 22:53,04/06/2022 11:58,118388,15237
714,Washington,05/01/2022 09:38,05/03/2022 14:02,144232,15205
715,Pittsburgh Mills,06/01/2022 05:26,06/02/2022 12:46,160498,15216
716,Butler,06/01/2022 06:21,06/02/2022 14:20,125444,15227
717,Butler,06/01/2022 06:27,06/02/2022 15:44,8240,15317
718,Washington,06/01/2022 06:28,06/02/2022 10:24,120203,15206
719,Butler,06/01/2022 06:30,06/02/2022 14:11,52221,15227
720,Pittsburgh Mills,06/01/2022 06:57,06/03/2022 13:39,2817,15321
721,Pittsburgh Mills,06/01/2022 08:03,06/02/2022 13:26,71198,15226
722,Butler,06/01/2022 08:52,06/06/2022 09:37,98234,15217
723,Washington,06/01/2022 09:15,06/03/2022 08:19,164894,15044
724,Pittsburgh Mills,06/01/2022 09:23,06/02/2022 13:15,74199,15216
725,McKees Rocks,06/01/2022 10:19,06/03/2022 09:00,155930,15237
726,Washington,06/01/2022 11:33,06/06/2022 12:36,169240,15106
727,Beaver,06/01/2022 11:51,06/07/2022 15:41,151458,15236
728,Butler,06/01/2022 12:06,06/02/2022 13:05,15619,15216
729,Washington,06/01/2022 13:11,06/02/2022 20:38,156681,15227
730,McKees Rocks,06/01/2022 16:06,06/03/2022 09:23,144514,15237
731,Beaver,06/01/2022 16:31,06/07/2022 11:25,72532,15220
732,Pittsburgh Mills,06/01/2022 16:56,06/02/2022 16:31,659,15301
733,Washington,06/01/2022 17:20,06/06/2022 14:44,130672,15317
734,Butler,06/01/2022 18:31,06/02/2022 15:30,17538,15241
735,Washington,06/01/2022 18:37,06/03/2022 09:46,42852,15237
736,Butler,06/01/2022 21:02,06/03/2022 10:07,166869,15237
737,Washington,06/01/2022 22:13,06/06/2022 14:34,12680,15317
738,Washington,06/01/2022 22:17,06/06/2022 12:59,20043,15228
739,Washington,06/01/2022 22:18,06/02/2022 18:33,22961,15317
740,Pittsburgh Mills,06/01/2022 22:19,06/06/2022 14:02,9032,15241
741,Beaver,06/01/2022 22:23,06/06/2022 18:23,51820,15057
742,Washington,06/01/2022 22:30,06/06/2022 13:27,2956,15241
743,Pittsburgh Mills,06/01/2022 22:31,06/06/2022 19:15,45903,15017
744,Butler,06/01/2022 22:35,06/02/2022 15:51,17550,15317
745,Pittsburgh Mills,06/01/2022 22:38,06/02/2022 19:41,1380,15129
746,Butler,06/01/2022 22:41,06/03/2022 10:33,59161,15143
747,Pittsburgh Mills,06/01/2022 22:55,06/02/2022 13:45,73025,15234
748,Washington,06/01/2022 23:04,06/02/2022 20:10,164682,15236
749,Butler,06/01/2022 23:16,06/03/2022 08:30,160537,15044
750,Beaver,06/01/2022 23:19,06/03/2022 12:43,167045,15237
751,Washington,07/01/2022 01:09,07/08/2022 13:42,124042,15143
752,Butler,07/01/2022 01:12,07/08/2022 13:41,124042,15143
753,McKees Rocks,07/01/2022 06:55,07/05/2022 14:16,184734,15226
754,Butler,07/01/2022 08:25,07/06/2022 12:53,68392,15205
755,Beaver,07/01/2022 08:26,07/06/2022 13:25,91505,15205
756,Beaver,07/01/2022 08:56,07/11/2022 10:36,166869,15237
757,Butler,07/01/2022 09:59,07/12/2022 17:31,68846,15235
758,Washington,07/01/2022 10:49,07/05/2022 16:11,161398,15317
759,Beaver,07/01/2022 12:16,07/07/2022 10:09,151458,15236
760,Washington,07/01/2022 12:20,07/05/2022 17:31,172728,15129
761,Washington,07/01/2022 12:21,07/06/2022 13:54,61479,15241
762,Washington,07/01/2022 13:40,07/05/2022 17:56,116540,15129
